suite,algorithm,map_index,agent_num,episode,success,collision,timeout,steps,reward,path_distance,elapsed_time,avg_step_time,device
compare,abcl,0,5,0,False,False,True,200,40240.0,5865.125525474548,32.906131454976276,0.16452738877967932,cuda:0
compare,abcl,0,5,1,False,False,True,200,64976.0,6615.636526107788,34.4105561170727,0.17204933504457587,cuda:0
compare,abcl,0,5,2,False,False,True,200,60952.0,6754.146970748901,33.98570485599339,0.1699251917656511,cuda:0
compare,abcl,0,5,3,False,False,True,200,45460.0,6352.284949302673,33.80900546698831,0.16904153836308977,cuda:0
compare,abcl,0,5,4,False,False,True,200,63060.0,6278.043813705444,34.34148979885504,0.1717040070774965,cuda:0
compare,abcl,0,5,5,True,False,False,63,8730.0,2740.3200912475586,9.691713999956846,0.1538323453731007,cuda:0
compare,abcl,0,5,6,False,False,True,200,57956.0,6533.039149284363,33.63040511100553,0.16814866418484598,cuda:0
compare,abcl,0,5,7,True,False,False,75,14054.0,3075.115592956543,12.0262493819464,0.16034604168807468,cuda:0
compare,abcl,0,5,8,True,False,False,99,17442.0,3969.2687015533447,15.427668604068458,0.15583134428927242,cuda:0
compare,abcl,0,5,9,False,False,True,200,55302.0,6088.321478843689,33.28351655905135,0.1664140616217628,cuda:0
compare,abcl,1,5,0,False,False,True,200,70368.0,6171.164381980896,41.74727406189777,0.20873293781653046,cuda:0
compare,abcl,1,5,1,True,False,False,66,7864.0,2904.7498722076416,12.28209549211897,0.1860874643669266,cuda:0
compare,abcl,1,5,2,True,False,False,78,15662.0,3112.703437805176,15.29799501504749,0.19612385648995256,cuda:0
compare,abcl,1,5,3,False,False,True,200,54602.0,6815.795946121216,40.030568114016205,0.2001492886291817,cuda:0
compare,abcl,1,5,4,False,False,True,200,60616.0,6600.008458137512,40.85665313806385,0.20427998182945883,cuda:0
compare,abcl,1,5,5,False,False,True,200,61386.0,6522.412746429443,40.930503285024315,0.20464903213083743,cuda:0
compare,abcl,1,5,6,False,False,True,200,68996.0,6066.45371055603,41.89193724002689,0.20945639550802297,cuda:0
compare,abcl,1,5,7,False,False,True,200,63738.0,5925.854787826538,40.637966303154826,0.20318629203946328,cuda:0
compare,abcl,1,5,8,False,False,True,200,55752.0,5312.4299993515015,38.9249515789561,0.19462158038048075,cuda:0
compare,abcl,1,5,9,False,False,True,200,57796.0,6594.067588806152,40.39661405514926,0.20197966507053933,cuda:0
compare,abcl,2,5,0,True,False,False,74,12928.0,3024.9540119171143,11.627823835937306,0.1571289007237332,cuda:0
compare,abcl,2,5,1,False,False,True,200,50166.0,6472.405324935913,33.37724767299369,0.16688291735132224,cuda:0
compare,abcl,2,5,2,False,False,True,200,28408.0,5573.116103172302,32.34515227586962,0.1617223438352812,cuda:0
compare,abcl,2,5,3,False,False,True,200,58870.0,6486.398892402649,34.46850472292863,0.17233907149522565,cuda:0
compare,abcl,2,5,4,False,False,True,200,61932.0,6658.187415122986,33.888523407047614,0.16943931416375563,cuda:0
compare,abcl,2,5,5,True,False,False,56,11296.0,2320.1006965637207,9.21109835198149,0.16447951504129119,cuda:0
compare,abcl,2,5,6,False,False,True,200,46548.0,6134.117599487305,33.98184347106144,0.16990587538457474,cuda:0
compare,abcl,2,5,7,True,False,False,36,2578.0,1638.1976013183594,5.216941319871694,0.14490957789045447,cuda:0
compare,abcl,2,5,8,True,False,False,115,26454.0,4305.289506912231,18.811913488898426,0.16357837833423652,cuda:0
compare,abcl,2,5,9,True,False,False,65,6284.0,2811.428024291992,9.674335601972416,0.14883183001970443,cuda:0
compare,abcl,0,10,0,False,False,True,200,81200.0,12064.936786651611,30.64090489386581,0.1532012355781626,cuda:0
compare,abcl,0,10,1,False,False,True,200,57558.0,12914.386520385742,30.755448357202113,0.15377384425140916,cuda:0
compare,abcl,0,10,2,False,False,True,200,49192.0,12097.733127593994,29.059538915054873,0.1452943397744093,cuda:0
compare,abcl,0,10,3,False,False,True,200,121852.0,11831.659732818604,33.43792294990271,0.16718626811401918,cuda:0
compare,abcl,0,10,4,False,False,True,200,91248.0,12423.891296386719,32.51773939514533,0.16258532014791854,cuda:0
compare,abcl,0,10,5,False,False,True,200,92198.0,11990.991645812988,32.44997159088962,0.16224663278553636,cuda:0
compare,abcl,0,10,6,False,False,True,200,130444.0,13180.651741027832,33.34047371195629,0.16669896002509632,cuda:0
compare,abcl,0,10,7,False,False,True,200,71664.0,12286.668018341064,30.287499801022932,0.1514342060533818,cuda:0
compare,abcl,0,10,8,False,False,True,200,73900.0,12582.154720306396,31.80358548811637,0.15901461787638255,cuda:0
compare,abcl,0,10,9,False,False,True,200,122958.0,12522.79808807373,33.848779362859204,0.16924057947704568,cuda:0
compare,abcl,1,10,0,False,False,True,200,127710.0,13247.448387145996,40.11874255910516,0.20059030699543656,cuda:0
compare,abcl,1,10,1,False,False,True,200,142672.0,12735.871780395508,40.593288484960794,0.2029631617537234,cuda:0
compare,abcl,1,10,2,False,True,False,68,15450.0,5275.917190551758,12.263282027095556,0.18033810042748777,cuda:0
compare,abcl,1,10,3,False,False,True,200,77474.0,12515.717468261719,38.94453240488656,0.19471958094392902,cuda:0
compare,abcl,1,10,4,True,False,False,89,34718.0,6697.980472564697,16.6058423218783,0.18657886812965688,cuda:0
compare,abcl,1,10,5,False,False,True,200,106860.0,13301.50936126709,39.321666792966425,0.19660506034153513,cuda:0
compare,abcl,1,10,6,False,False,True,200,138194.0,12921.441402435303,40.85373376403004,0.2042654159956146,cuda:0
compare,abcl,1,10,7,False,False,True,200,105170.0,12110.190662384033,40.805761449970305,0.20402567595127039,cuda:0
compare,abcl,1,10,8,False,False,True,200,126088.0,13615.64506149292,39.929934362182394,0.19964632818824612,cuda:0
compare,abcl,1,10,9,False,False,True,200,110592.0,12275.275169372559,39.55445363698527,0.19776888357591815,cuda:0
compare,abcl,2,10,0,False,False,True,200,132622.0,12810.885776519775,33.28837002487853,0.16643864410929382,cuda:0
compare,abcl,2,10,1,False,False,True,200,105090.0,11939.016338348389,33.26519841514528,0.1663225174380932,cuda:0
compare,abcl,2,10,2,False,False,True,200,136728.0,13435.673328399658,33.667551139136776,0.16833418252528645,cuda:0
compare,abcl,2,10,3,False,False,True,200,109112.0,13214.53091430664,32.89748730510473,0.16448401525965892,cuda:0
compare,abcl,2,10,4,False,False,True,200,106442.0,12512.771614074707,33.10676045692526,0.16553039857419208,cuda:0
compare,abcl,2,10,5,False,False,True,200,122118.0,12940.144737243652,33.292221662122756,0.16645770482718944,cuda:0
compare,abcl,2,10,6,True,False,False,90,39956.0,6625.253017425537,14.433763743145391,0.16037140443093248,cuda:0
compare,abcl,2,10,7,False,False,True,200,57038.0,12451.077701568604,30.513339516939595,0.1525634997501038,cuda:0
compare,abcl,2,10,8,True,False,False,82,39828.0,6301.4897537231445,13.095827108016238,0.15970141399742627,cuda:0
compare,abcl,2,10,9,False,False,True,200,134544.0,13297.577060699463,33.25362280290574,0.16626489248592408,cuda:0
ablation,origin_abc,0,5,0,False,False,True,200,40560.0,6001.939952850342,28.201522450894117,0.14100427721510642,cuda:0
ablation,origin_abc,0,5,1,False,False,True,200,64874.0,6651.1244468688965,29.77414790308103,0.1488675929082092,cuda:0
ablation,origin_abc,0,5,2,False,False,True,200,59972.0,6485.563646316528,28.583756250096485,0.14291556088137441,cuda:0
ablation,origin_abc,0,5,3,False,False,True,200,45246.0,6310.94567489624,28.724805496865883,0.14362079021870158,cuda:0
ablation,origin_abc,0,5,4,False,False,True,200,63458.0,6249.659023284912,29.634890526067466,0.1481711951259058,cuda:0
ablation,origin_abc,0,5,5,True,False,False,63,7966.0,2727.9541816711426,8.673361947992817,0.13766843909102064,cuda:0
ablation,origin_abc,0,5,6,False,False,True,200,57750.0,6549.325349807739,29.48707932489924,0.1474321626126766,cuda:0
ablation,origin_abc,0,5,7,True,False,False,76,13474.0,3168.0684928894043,10.726496824994683,0.1411342856743814,cuda:0
ablation,origin_abc,0,5,8,True,False,False,102,18842.0,3972.8875274658203,14.472350720083341,0.14188235250584708,cuda:0
ablation,origin_abc,0,5,9,False,False,True,200,55408.0,6226.480140686035,29.09252211684361,0.14545946211786942,cuda:0
ablation,origin_abc,1,5,0,False,False,True,200,70372.0,6022.933973312378,36.125589716946706,0.1806246275419835,cuda:0
ablation,origin_abc,1,5,1,True,False,False,65,7576.0,2891.4356651306152,10.711206079926342,0.16478383985276407,cuda:0
ablation,origin_abc,1,5,2,True,False,False,78,14154.0,3142.0798473358154,12.930587960174307,0.16577272543098587,cuda:0
ablation,origin_abc,1,5,3,False,False,True,200,54482.0,6939.404661178589,35.51370982383378,0.17756496227695606,cuda:0
ablation,origin_abc,1,5,4,False,False,True,200,60844.0,6573.860134124756,34.71439129021019,0.1735686225851532,cuda:0
ablation,origin_abc,1,5,5,False,False,True,200,61394.0,6644.088396072388,35.793615561909974,0.1789645372168161,cuda:0
ablation,origin_abc,1,5,6,False,False,True,200,68996.0,6065.078113555908,35.964777844026685,0.1798205647978466,cuda:0
ablation,origin_abc,1,5,7,False,False,True,200,63852.0,5856.619520187378,33.82899012113921,0.16914168815826996,cuda:0
ablation,origin_abc,1,5,8,False,False,True,200,55760.0,5804.638473510742,33.494496509898454,0.1674691900878679,cuda:0
ablation,origin_abc,1,5,9,False,False,True,200,57798.0,6656.446376800537,35.52342316205613,0.17761380589101464,cuda:0
ablation,origin_abc,2,5,0,True,False,False,75,13322.0,3079.2324047088623,10.551300996914506,0.14068021025819083,cuda:0
ablation,origin_abc,2,5,1,False,False,True,200,50060.0,6640.608535766602,28.983307990944013,0.14491327846306376,cuda:0
ablation,origin_abc,2,5,2,False,False,True,200,28074.0,5590.23357963562,27.189141831127927,0.135942450290313,cuda:0
ablation,origin_abc,2,5,3,False,False,True,200,58764.0,6529.201057434082,29.325860033975914,0.1466260837088339,cuda:0
ablation,origin_abc,2,5,4,False,False,True,200,61724.0,6540.219379425049,29.66609397600405,0.14832724263891578,cuda:0
ablation,origin_abc,2,5,5,True,False,False,56,11184.0,2392.9978637695312,7.739885998889804,0.13820789802204153,cuda:0
ablation,origin_abc,2,5,6,False,False,True,200,46382.0,5930.625939369202,28.695759925059974,0.1434753688017372,cuda:0
ablation,origin_abc,2,5,7,True,False,False,36,2582.0,1667.8998641967773,4.880246608983725,0.13555698837929717,cuda:0
ablation,origin_abc,2,5,8,True,False,False,114,24350.0,4378.466667175293,16.32102653104812,0.14316323434264122,cuda:0
ablation,origin_abc,2,5,9,True,False,False,76,9962.0,3062.3018321990967,10.28871880704537,0.1353739709317635,cuda:0
ablation,origin_abc,0,10,0,False,False,True,200,89982.0,12400.855583190918,27.62771699205041,0.13813520783325658,cuda:0
ablation,origin_abc,0,10,1,False,False,True,200,56816.0,12775.14846420288,27.33539090398699,0.1366737707471475,cuda:0
ablation,origin_abc,0,10,2,False,False,True,200,62406.0,12209.526916503906,26.918217852013186,0.1345879573840648,cuda:0
ablation,origin_abc,0,10,3,False,False,True,200,127112.0,12296.171756744385,28.88239092589356,0.144408795456402,cuda:0
ablation,origin_abc,0,10,4,False,False,True,200,92598.0,12477.093547821045,28.22066849214025,0.141100104090292,cuda:0
ablation,origin_abc,0,10,5,False,False,True,200,94460.0,12465.738662719727,28.62310329405591,0.14311224566656164,cuda:0
ablation,origin_abc,0,10,6,False,False,True,200,123274.0,13145.713283538818,29.394677978008986,0.1469701239047572,cuda:0
ablation,origin_abc,0,10,7,False,False,True,200,79184.0,11712.293617248535,26.84275523200631,0.13421052798395977,cuda:0
ablation,origin_abc,0,10,8,False,False,True,200,74628.0,12356.325454711914,27.817577942973003,0.13908442477462812,cuda:0
ablation,origin_abc,0,10,9,False,False,True,200,124120.0,12601.012451171875,29.445699732983485,0.1472251503611915,cuda:0
ablation,origin_abc,1,10,0,False,False,True,200,122420.0,13079.51819229126,35.10627697408199,0.1755280051426962,cuda:0
ablation,origin_abc,1,10,1,False,False,True,200,142460.0,12895.467655181885,35.322981872130185,0.1766114966000896,cuda:0
ablation,origin_abc,1,10,2,False,True,False,73,19462.0,5599.248970031738,12.386402463074774,0.16967254773751922,cuda:0
ablation,origin_abc,1,10,3,False,False,True,200,78674.0,12755.261436462402,33.74039812502451,0.16869850840768777,cuda:0
ablation,origin_abc,1,10,4,True,False,False,97,43222.0,7287.958057403564,16.52016297588125,0.17030739611658008,cuda:0
ablation,origin_abc,1,10,5,False,False,True,200,108088.0,13380.601570129395,35.39616607502103,0.1769776129478123,cuda:0
ablation,origin_abc,1,10,6,False,False,True,200,135570.0,12698.139945983887,35.86384339001961,0.179315862756921,cuda:0
ablation,origin_abc,1,10,7,False,False,True,200,112066.0,12129.987350463867,35.209001696901396,0.17604155183653347,cuda:0
ablation,origin_abc,1,10,8,False,False,True,200,126878.0,13570.86474609375,35.62440920691006,0.17811878788867033,cuda:0
ablation,origin_abc,1,10,9,False,False,True,200,114284.0,12644.443897247314,34.8653153819032,0.17432330839685165,cuda:0
ablation,origin_abc,2,10,0,False,False,True,200,135556.0,13105.11396408081,29.565315547864884,0.147823173571378,cuda:0
ablation,origin_abc,2,10,1,False,False,True,200,105784.0,11834.717147827148,27.617368310922757,0.13808360129711217,cuda:0
ablation,origin_abc,2,10,2,False,False,True,200,130976.0,13258.405948638916,29.631546234944835,0.148154373455327,cuda:0
ablation,origin_abc,2,10,3,False,False,True,200,104810.0,13172.787162780762,29.131827146047726,0.14565597807988526,cuda:0
ablation,origin_abc,2,10,4,False,False,True,200,116682.0,12709.949691772461,28.550832303008065,0.14275088650523685,cuda:0
ablation,origin_abc,2,10,5,False,False,True,200,123016.0,12877.821277618408,29.491247185971588,0.14745286575634964,cuda:0
ablation,origin_abc,2,10,6,False,False,True,200,135344.0,13260.848930358887,29.48958649788983,0.14744464027811774,cuda:0
ablation,origin_abc,2,10,7,False,False,True,200,51652.0,12177.235790252686,27.063599563902244,0.1353147689218167,cuda:0
ablation,origin_abc,2,10,8,True,False,False,91,47872.0,6848.852684020996,13.121507870964706,0.14418858125457887,cuda:0
ablation,origin_abc,2,10,9,False,False,True,200,130654.0,13170.59154510498,29.56220968114212,0.14780774646555073,cuda:0
ablation,fixed_iabc,0,5,0,False,False,True,200,40356.0,6009.433627128601,41.88843708811328,0.20943888142122888,cuda:0
ablation,fixed_iabc,0,5,1,False,False,True,200,65092.0,6681.4437618255615,42.34624135307968,0.21172793878940865,cuda:0
ablation,fixed_iabc,0,5,2,False,False,True,200,61482.0,6767.367819786072,42.505769761046395,0.21252562691224738,cuda:0
ablation,fixed_iabc,0,5,3,False,False,True,200,45468.0,6408.426023483276,42.26332904002629,0.21131327076116577,cuda:0
ablation,fixed_iabc,0,5,4,False,False,True,200,63390.0,6266.412467956543,43.14003534289077,0.2156966561137233,cuda:0
ablation,fixed_iabc,0,5,5,True,False,False,62,8552.0,2726.862741470337,12.79769116290845,0.20641022737348272,cuda:0
ablation,fixed_iabc,0,5,6,False,False,True,200,57850.0,6591.036117553711,42.53206555102952,0.21265693104243838,cuda:0
ablation,fixed_iabc,0,5,7,True,False,False,76,14348.0,3107.609630584717,15.767408862011507,0.20746186477021852,cuda:0
ablation,fixed_iabc,0,5,8,True,False,False,100,18490.0,3994.1757488250732,20.929296721005812,0.2092893484258093,cuda:0
ablation,fixed_iabc,0,5,9,False,False,True,200,59842.0,6364.688815116882,42.59070400707424,0.21295038860058413,cuda:0
ablation,fixed_iabc,1,5,0,False,False,True,200,70374.0,6148.7481117248535,49.05894873896614,0.2452914548292756,cuda:0
ablation,fixed_iabc,1,5,1,True,False,False,65,7588.0,2780.52188873291,15.115400396985933,0.23254036225306873,cuda:0
ablation,fixed_iabc,1,5,2,True,False,False,78,14158.0,3121.3331718444824,18.168331068009138,0.23292347656574863,cuda:0
ablation,fixed_iabc,1,5,3,False,False,True,200,54606.0,6870.260028839111,48.37497776793316,0.2418715647351928,cuda:0
ablation,fixed_iabc,1,5,4,False,False,True,200,60856.0,6676.849319458008,48.957469809101894,0.2447840699669905,cuda:0
ablation,fixed_iabc,1,5,5,False,False,True,200,61490.0,6665.250535964966,47.822281358996406,0.23910805196268484,cuda:0
ablation,fixed_iabc,1,5,6,False,False,True,200,69108.0,6287.184302330017,48.376739730127156,0.24188044853275642,cuda:0
ablation,fixed_iabc,1,5,7,False,False,True,200,63848.0,6018.708296775818,47.82913849991746,0.23914237254997717,cuda:0
ablation,fixed_iabc,1,5,8,False,False,True,200,55750.0,6416.209970474243,48.71221641195007,0.24355769793270154,cuda:0
ablation,fixed_iabc,1,5,9,False,False,True,200,58096.0,6631.406576156616,49.04429803881794,0.24521808921010232,cuda:0
ablation,fixed_iabc,2,5,0,True,False,False,76,13710.0,3072.936273574829,15.755011253990233,0.20729877269753305,cuda:0
ablation,fixed_iabc,2,5,1,False,False,True,200,50060.0,6533.4657526016235,42.242792445933446,0.21121070907334796,cuda:0
ablation,fixed_iabc,2,5,2,False,False,True,200,28140.0,5642.912161827087,41.64889312488958,0.2082411374815274,cuda:0
ablation,fixed_iabc,2,5,3,False,False,True,200,58876.0,6508.742867469788,42.12296666810289,0.2106113726994954,cuda:0
ablation,fixed_iabc,2,5,4,False,False,True,200,55568.0,6496.354440689087,42.26441470300779,0.2113185618352145,cuda:0
ablation,fixed_iabc,2,5,5,True,False,False,56,11298.0,2364.7665691375732,11.50187976588495,0.20538631966337562,cuda:0
ablation,fixed_iabc,2,5,6,False,False,True,200,46650.0,6087.721153259277,42.12699115695432,0.21063150428119115,cuda:0
ablation,fixed_iabc,2,5,7,True,False,False,36,2578.0,1668.9882888793945,7.375686649000272,0.20487492938344884,cuda:0
ablation,fixed_iabc,2,5,8,True,False,False,116,26630.0,4416.255325317383,24.17756122094579,0.20842392075052163,cuda:0
ablation,fixed_iabc,2,5,9,True,False,False,65,4878.0,2696.850513458252,13.343931671930477,0.20528729973862378,cuda:0
ablation,fixed_iabc,0,10,0,False,False,True,200,88884.0,11656.114776611328,41.51275307498872,0.2075605375994928,cuda:0
ablation,fixed_iabc,0,10,1,False,False,True,200,62076.0,12916.270309448242,41.216940133832395,0.20608153491397388,cuda:0
ablation,fixed_iabc,0,10,2,False,False,True,200,62496.0,11905.250774383545,41.093340025050566,0.20546331267920323,cuda:0
ablation,fixed_iabc,0,10,3,False,False,True,200,128148.0,12422.697017669678,42.437034734059125,0.21218199642840774,cuda:0
ablation,fixed_iabc,0,10,4,False,False,True,200,89612.0,12684.12707901001,41.50984616205096,0.20754598069470376,cuda:0
ablation,fixed_iabc,0,10,5,False,False,True,200,101478.0,12574.481693267822,41.62970176292583,0.20814530608360657,cuda:0
ablation,fixed_iabc,0,10,6,False,False,True,200,129590.0,12788.71764755249,43.18266566284001,0.21591007882379926,cuda:0
ablation,fixed_iabc,0,10,7,False,False,True,200,81134.0,11572.906047821045,41.23334997193888,0.206163389866706,cuda:0
ablation,fixed_iabc,0,10,8,False,False,True,200,78204.0,12548.741542816162,41.33452149806544,0.20666922730277293,cuda:0
ablation,fixed_iabc,0,10,9,False,False,True,200,126678.0,12679.278469085693,42.026893387082964,0.21013106192927808,cuda:0
ablation,fixed_iabc,1,10,0,False,False,True,200,132112.0,13501.828197479248,48.13578536780551,0.24067559159244412,cuda:0
ablation,fixed_iabc,1,10,1,False,False,True,200,145164.0,12921.67184829712,48.61311448109336,0.24306206969777122,cuda:0
ablation,fixed_iabc,1,10,2,True,False,False,76,27142.0,6193.141441345215,17.64662168500945,0.2321884253668893,cuda:0
ablation,fixed_iabc,1,10,3,False,False,True,200,81674.0,12479.568222045898,46.663521520094946,0.23331433644751087,cuda:0
ablation,fixed_iabc,1,10,4,True,False,False,87,41192.0,6693.516860961914,20.30253483587876,0.23335872430236604,cuda:0
ablation,fixed_iabc,1,10,5,False,False,True,200,105628.0,13434.825061798096,47.17042256309651,0.2358487815828994,cuda:0
ablation,fixed_iabc,1,10,6,False,False,True,200,141084.0,13005.766551971436,48.28560475911945,0.24142478913883678,cuda:0
ablation,fixed_iabc,1,10,7,False,False,True,200,114674.0,11987.678401947021,47.17331185610965,0.23586338799563236,cuda:0
ablation,fixed_iabc,1,10,8,False,False,True,200,128746.0,13648.974555969238,48.30128531600349,0.24150308756972663,cuda:0
ablation,fixed_iabc,1,10,9,False,False,True,200,118578.0,12375.78923034668,47.664815495023504,0.2383204830728937,cuda:0
ablation,fixed_iabc,2,10,0,False,False,True,200,137342.0,13373.45341873169,43.45791094005108,0.21728623187053017,cuda:0
ablation,fixed_iabc,2,10,1,False,False,True,200,106772.0,11870.012348175049,41.50330591597594,0.20751334541826508,cuda:0
ablation,fixed_iabc,2,10,2,False,False,True,200,136590.0,13386.304481506348,42.48432538914494,0.21241823612945154,cuda:0
ablation,fixed_iabc,2,10,3,False,True,False,125,54538.0,8887.982288360596,26.306477974867448,0.21044827867299318,cuda:0
ablation,fixed_iabc,2,10,4,False,False,True,200,107484.0,12471.17060470581,41.9690193508286,0.20984178030397743,cuda:0
ablation,fixed_iabc,2,10,5,False,False,True,200,124702.0,13077.874011993408,42.3946932090912,0.21197012276388705,cuda:0
ablation,fixed_iabc,2,10,6,False,False,True,200,138872.0,12830.320552825928,43.150491210166365,0.21574908207636326,cuda:0
ablation,fixed_iabc,2,10,7,False,False,True,200,63000.0,12387.906021118164,41.187225478934124,0.2059328653558623,cuda:0
ablation,fixed_iabc,2,10,8,True,False,False,87,46438.0,6599.892963409424,18.07523844903335,0.2077577788136557,cuda:0
ablation,fixed_iabc,2,10,9,False,False,True,200,135682.0,13303.287757873535,43.1391439801082,0.2156924325507134,cuda:0
ablation,manual_iabc,0,5,0,False,False,True,200,40570.0,5948.862739562988,41.97946460102685,0.20989397461060436,cuda:0
ablation,manual_iabc,0,5,1,False,False,True,200,64976.0,6604.184997558594,42.422466058051214,0.21210915522417054,cuda:0
ablation,manual_iabc,0,5,2,False,False,True,200,61166.0,6719.834772109985,42.49139987095259,0.21245379436644726,cuda:0
ablation,manual_iabc,0,5,3,False,False,True,200,45352.0,6508.45374584198,41.88973190705292,0.20944545833510347,cuda:0
ablation,manual_iabc,0,5,4,False,False,True,200,63606.0,6402.000033378601,42.93012584303506,0.21464724514982664,cuda:0
ablation,manual_iabc,0,5,5,True,False,False,63,8834.0,2708.610595703125,13.030277174897492,0.20682566352040757,cuda:0
ablation,manual_iabc,0,5,6,False,False,True,200,57946.0,6604.5938358306885,42.62902790517546,0.21314164736890234,cuda:0
ablation,manual_iabc,0,5,7,True,False,False,77,14518.0,3188.826425552368,15.963379618013278,0.20731266813848603,cuda:0
ablation,manual_iabc,0,5,8,True,False,False,101,18570.0,3955.055112838745,21.178804770112038,0.20968735584583464,cuda:0
ablation,manual_iabc,0,5,9,False,False,True,200,59840.0,6175.133933067322,42.69559611589648,0.2134746067179367,cuda:0
ablation,manual_iabc,1,5,0,False,False,True,200,70364.0,6194.25950717926,49.11849754303694,0.24558891879860312,cuda:0
ablation,manual_iabc,1,5,1,True,False,False,64,7192.0,2763.0851612091064,14.876047024037689,0.2324341153835121,cuda:0
ablation,manual_iabc,1,5,2,True,False,False,78,14370.0,3154.6744117736816,18.18203248595819,0.23309906424942595,cuda:0
ablation,manual_iabc,1,5,3,False,False,True,200,54712.0,6912.872859954834,48.47367487195879,0.24236478287610225,cuda:0
ablation,manual_iabc,1,5,4,False,False,True,200,60952.0,6639.933885574341,48.94111458514817,0.24470225684694014,cuda:0
ablation,manual_iabc,1,5,5,False,False,True,200,61394.0,6554.686212539673,47.83616629685275,0.23917749698506668,cuda:0
ablation,manual_iabc,1,5,6,False,False,True,200,68784.0,6172.384185791016,48.54924798500724,0.24274292858317495,cuda:0
ablation,manual_iabc,1,5,7,False,False,True,200,63846.0,5828.742387771606,47.88360344618559,0.23941479964996687,cuda:0
ablation,manual_iabc,1,5,8,False,False,True,200,55834.0,6010.648097038269,48.74827324110083,0.24373831926379352,cuda:0
ablation,manual_iabc,1,5,9,False,False,True,200,57038.0,6597.001745223999,49.01017343415879,0.2450477024365682,cuda:0
ablation,manual_iabc,2,5,0,True,False,False,76,13710.0,3075.957754135132,15.754805862903595,0.20729607367569483,cuda:0
ablation,manual_iabc,2,5,1,False,False,True,200,50272.0,6674.622114181519,42.435704971896484,0.2121752620814368,cuda:0
ablation,manual_iabc,2,5,2,False,False,True,200,28320.0,5663.449644088745,41.6833802619949,0.20841370147652924,cuda:0
ablation,manual_iabc,2,5,3,False,False,True,200,58978.0,6557.761419296265,42.26921038306318,0.2113428356067743,cuda:0
ablation,manual_iabc,2,5,4,False,False,True,200,54690.0,6323.990339279175,42.236605821875855,0.21117979447939433,cuda:0
ablation,manual_iabc,2,5,5,True,False,False,56,11300.0,2386.774366378784,11.522127328906208,0.20574788247800566,cuda:0
ablation,manual_iabc,2,5,6,False,False,True,200,46754.0,6110.458168029785,42.25966424285434,0.2112949862657115,cuda:0
ablation,manual_iabc,2,5,7,True,False,False,36,2582.0,1669.6398792266846,7.377852790988982,0.20493476841107217,cuda:0
ablation,manual_iabc,2,5,8,True,False,False,112,24760.0,4280.374700546265,23.366396195953712,0.20862481934766816,cuda:0
ablation,manual_iabc,2,5,9,True,False,False,63,4856.0,2746.1226768493652,12.977254956960678,0.20598384696945904,cuda:0
ablation,manual_iabc,0,10,0,False,False,True,200,93096.0,12469.877601623535,41.52175275795162,0.20760531203704885,cuda:0
ablation,manual_iabc,0,10,1,False,False,True,200,63458.0,12781.514663696289,41.37170979892835,0.20685529693961144,cuda:0
ablation,manual_iabc,0,10,2,False,False,True,200,62728.0,12022.308944702148,41.23789973696694,0.20618635911610908,cuda:0
ablation,manual_iabc,0,10,3,False,False,True,200,128184.0,12425.502449035645,42.144208199111745,0.2107176766754128,cuda:0
ablation,manual_iabc,0,10,4,False,False,True,200,99098.0,12651.975009918213,41.811565284151584,0.20905443934490905,cuda:0
ablation,manual_iabc,0,10,5,False,False,True,200,102888.0,12591.882011413574,41.61401192191988,0.2080668210319709,cuda:0
ablation,manual_iabc,0,10,6,False,False,True,200,132246.0,13375.91124343872,42.72721402393654,0.21363281903904863,cuda:0
ablation,manual_iabc,0,10,7,False,False,True,200,82212.0,11855.960140228271,41.33483428694308,0.2066708599217236,cuda:0
ablation,manual_iabc,0,10,8,False,False,True,200,78824.0,12569.203548431396,41.43000960000791,0.2071467413508799,cuda:0
ablation,manual_iabc,0,10,9,False,False,True,200,126046.0,12208.379615783691,42.16834570700303,0.2108384833112359,cuda:0
ablation,manual_iabc,1,10,0,False,False,True,200,108650.0,12942.70114517212,47.621668410953134,0.23810502490610816,cuda:0
ablation,manual_iabc,1,10,1,False,False,True,200,131950.0,13225.783023834229,47.98701939592138,0.23993164267158135,cuda:0
ablation,manual_iabc,1,10,2,True,False,False,69,20924.0,5842.636390686035,15.99603802897036,0.23182254491130944,cuda:0
ablation,manual_iabc,1,10,3,False,False,True,200,79074.0,12508.87336730957,46.75796972680837,0.23378645770135337,cuda:0
ablation,manual_iabc,1,10,4,True,False,False,91,41742.0,6819.485652923584,21.315148442052305,0.23422866550038804,cuda:0
ablation,manual_iabc,1,10,5,False,False,True,200,108586.0,13389.719036102295,47.522996075917035,0.23761152815190145,cuda:0
ablation,manual_iabc,1,10,6,False,False,True,200,143118.0,12773.981296539307,48.33653282490559,0.24167933939024805,cuda:0
ablation,manual_iabc,1,10,7,False,False,True,200,113614.0,12287.492980957031,47.33121551387012,0.236652739479905,cuda:0
ablation,manual_iabc,1,10,8,False,False,True,200,129080.0,13627.872695922852,48.2610127821099,0.24130166717804968,cuda:0
ablation,manual_iabc,1,10,9,False,False,True,200,116088.0,12649.349159240723,47.87469668104313,0.2393701612285804,cuda:0
ablation,manual_iabc,2,10,0,False,False,True,200,133684.0,13292.877292633057,42.89930817694403,0.21449334909091702,cuda:0
ablation,manual_iabc,2,10,1,False,False,True,200,107190.0,11467.556518554688,41.49429197283462,0.20746838603750803,cuda:0
