suite,algorithm,map_index,agent_num,episode,success,collision,timeout,steps,reward,path_distance,elapsed_time,avg_step_time,device
compare,ppo_abc,2,10,2,False,False,True,200,139692.0,13337.125011444092,44.594291168032214,0.22296807311824524,cuda:0
compare,ppo_abc,2,10,3,False,False,True,200,112890.0,13138.150955200195,44.524134205887094,0.2226171170035377,cuda:0
compare,ppo_abc,2,10,4,False,False,True,200,106330.0,12589.275588989258,43.8070501240436,0.21903160867397672,cuda:0
compare,ppo_abc,2,10,5,False,False,True,200,124976.0,13120.486873626709,44.18169296393171,0.22090477542951703,cuda:0
compare,ppo_abc,2,10,6,False,False,True,200,139620.0,12839.906009674072,45.21422814507969,0.22606763883610256,cuda:0
compare,ppo_abc,2,10,7,False,False,True,200,62326.0,12292.311946868896,43.204526676097885,0.21601932285819203,cuda:0
compare,ppo_abc,2,10,8,True,False,False,87,46338.0,6563.935665130615,18.994105875957757,0.21831903247237633,cuda:0
compare,ppo_abc,2,10,9,False,False,True,200,135148.0,13242.701568603516,45.12394715403207,0.22561617993284017,cuda:0
compare,abc,0,5,0,False,False,True,200,40664.0,6082.380730628967,42.01022138702683,0.21004773403168656,cuda:0
compare,abc,0,5,1,False,False,True,200,64978.0,6690.1408948898315,42.56197893014178,0.21280651648179627,cuda:0
compare,abc,0,5,2,False,False,True,200,61166.0,6787.536361694336,43.22170411190018,0.21610496131354012,cuda:0
compare,abc,0,5,3,False,False,True,200,45542.0,6299.021648406982,42.91235781996511,0.2145580267906189,cuda:0
compare,abc,0,5,4,False,False,True,200,63382.0,6303.922829627991,43.30588453798555,0.21652577214990743,cuda:0
compare,abc,0,5,5,True,False,False,62,8448.0,2686.866617202759,12.788454078137875,0.2062612912700241,cuda:0
compare,abc,0,5,6,False,False,True,200,57636.0,6592.07256603241,42.53747310698964,0.21268410139367916,cuda:0
compare,abc,0,5,7,True,False,False,74,13774.0,3031.507734298706,15.356153704924509,0.20751175592099694,cuda:0
compare,abc,0,5,8,True,False,False,101,18568.0,3920.191677093506,21.185973420040682,0.20975850787852882,cuda:0
compare,abc,0,5,9,False,False,True,200,60052.0,6128.7557916641235,42.76540314895101,0.21382369871018456,cuda:0
compare,abc,1,5,0,False,False,True,200,70376.0,6140.0076332092285,49.19422178785317,0.24596773057826796,cuda:0
compare,abc,1,5,1,True,False,False,65,7798.0,2885.5543823242188,15.125930204056203,0.23270235661273966,cuda:0
compare,abc,1,5,2,True,False,False,78,13282.0,3095.0685443878174,18.110175509005785,0.23217778231423253,cuda:0
compare,abc,1,5,3,False,False,True,200,54726.0,6941.837624549866,48.439721785951406,0.2421953112410847,cuda:0
compare,abc,1,5,4,False,False,True,200,60742.0,6679.5178899765015,48.92137580085546,0.2446036172460299,cuda:0
compare,abc,1,5,5,False,False,True,200,61494.0,6618.661417961121,47.89993560896255,0.23949645630666055,cuda:0
compare,abc,1,5,6,False,False,True,200,69104.0,6238.853134155273,48.400321084074676,0.24199846633826383,cuda:0
compare,abc,1,5,7,False,False,True,200,63842.0,5844.160439491272,47.94190622190945,0.23970610004267656,cuda:0
compare,abc,1,5,8,False,False,True,200,55864.0,5426.990752220154,48.5451031930279,0.24272210330935196,cuda:0
compare,abc,1,5,9,False,False,True,200,56924.0,6581.871282577515,49.08570832014084,0.24542518794885837,cuda:0
compare,abc,2,5,0,True,False,False,75,13314.0,3066.9303092956543,15.562770825112239,0.2074997122834126,cuda:0
compare,abc,2,5,1,False,False,True,200,50382.0,6583.320098876953,42.34350658999756,0.2117140837793704,cuda:0
compare,abc,2,5,2,False,False,True,200,28302.0,5765.413498878479,41.58985253889114,0.20794596927473322,cuda:0
compare,abc,2,5,3,False,False,True,200,58968.0,6540.495021820068,42.18543057795614,0.21092397125787102,cuda:0
compare,abc,2,5,4,False,False,True,200,61946.0,6467.0633363723755,42.60699790995568,0.21303161702351645,cuda:0
compare,abc,2,5,5,True,False,False,56,11296.0,2392.5297470092773,11.511371622094885,0.20555569875120586,cuda:0
compare,abc,2,5,6,False,False,True,200,46642.0,6042.0476360321045,42.18511990993284,0.21092236420954577,cuda:0
compare,abc,2,5,7,True,False,False,36,2580.0,1648.913782119751,7.379155919188634,0.2049707966378062,cuda:0
compare,abc,2,5,8,True,False,False,115,25934.0,4370.538541793823,23.939688148209825,0.20816737268241528,cuda:0
compare,abc,2,5,9,True,False,False,63,6682.0,2824.0613803863525,13.014913267921656,0.2065818066272648,cuda:0
compare,abc,0,10,0,False,False,True,200,90038.0,12047.382369995117,41.5874776809942,0.2079340725322254,cuda:0
compare,abc,0,10,1,False,False,True,200,61894.0,13079.564155578613,41.33994133584201,0.2066963463567663,cuda:0
compare,abc,0,10,2,False,False,True,200,62332.0,11826.909385681152,41.255095179891214,0.20627214121515863,cuda:0
compare,abc,0,10,3,False,False,True,200,127952.0,12617.784004211426,42.34454016410746,0.21171941459644586,cuda:0
compare,abc,0,10,4,False,False,True,200,90414.0,12530.260074615479,41.49048761790618,0.20744926160783506,cuda:0
compare,abc,0,10,5,False,False,True,200,101198.0,12113.096807479858,41.86001602001488,0.20929700013482944,cuda:0
compare,abc,0,10,6,False,False,True,200,132540.0,13079.366958618164,42.792556358966976,0.2139595457329415,cuda:0
compare,abc,0,10,7,False,False,True,200,83758.0,12119.763912200928,41.137220565928146,0.2056829387799371,cuda:0
compare,abc,0,10,8,False,False,True,200,75430.0,12539.473705291748,41.426960323005915,0.2071315788687207,cuda:0
compare,abc,0,10,9,False,False,True,200,124838.0,12291.485874176025,42.080688073066995,0.21040015959530137,cuda:0
compare,abc,1,10,0,False,False,True,200,128568.0,12961.164707183838,47.73880710895173,0.23869091909145937,cuda:0
compare,abc,1,10,1,False,False,True,200,140616.0,13237.9778881073,49.06795239308849,0.24533647232106887,cuda:0
compare,abc,1,10,2,True,False,False,70,21702.0,5786.145488739014,16.20167335285805,0.23144851065174277,cuda:0
compare,abc,1,10,3,False,False,True,200,82124.0,12532.520584106445,46.76399501506239,0.23381676758872344,cuda:0
compare,abc,1,10,4,True,False,False,92,41426.0,6888.577404022217,21.51240023691207,0.23382665256149662,cuda:0
compare,abc,1,10,5,False,False,True,200,110074.0,13387.81619644165,47.4590739030391,0.23729204101487994,cuda:0
compare,abc,1,10,6,False,False,True,200,143748.0,12952.463863372803,48.26097911596298,0.24130158256157302,cuda:0
compare,abc,1,10,7,False,False,True,200,115178.0,12166.593021392822,47.205425622174516,0.23602375120623037,cuda:0
compare,abc,1,10,8,False,False,True,200,128892.0,13594.150066375732,48.25997306895442,0.24129638128099032,cuda:0
compare,abc,1,10,9,False,False,True,200,119846.0,12337.260332107544,47.77152055106126,0.2388542364933528,cuda:0
compare,abc,2,10,0,False,False,True,200,137590.0,13159.026638031006,43.15664349892177,0.21577992984908634,cuda:0
compare,abc,2,10,1,False,False,True,200,104994.0,11720.807865142822,41.75209465296939,0.20875736755435356,cuda:0
compare,abc,2,10,2,False,False,True,200,136802.0,13237.363647460938,42.356392869958654,0.2117786084895488,cuda:0
compare,abc,2,10,3,False,False,True,200,113846.0,13255.253555297852,42.619186996947974,0.21309246687334962,cuda:0
compare,abc,2,10,4,False,False,True,200,113396.0,12579.444835662842,41.91241526813246,0.20955882818787358,cuda:0
compare,abc,2,10,5,False,False,True,200,134960.0,12921.922718048096,43.12454985897057,0.21561928471550346,cuda:0
compare,abc,2,10,6,False,False,True,200,138448.0,13937.198390960693,43.28290282585658,0.2164111583540216,cuda:0
compare,abc,2,10,7,False,False,True,200,62792.0,12412.88217163086,41.219505672110245,0.20609448449104092,cuda:0
compare,abc,2,10,8,True,False,False,86,45340.0,6512.690975189209,17.877368510933593,0.20787270252354617,cuda:0
compare,abc,2,10,9,False,False,True,200,136674.0,12989.625217437744,43.21691205888055,0.21608131302171388,cuda:0
compare,pso,0,5,0,False,False,True,200,43136.0,6161.318918228149,11.774813260883093,0.058870109176496044,cuda:0
compare,pso,0,5,1,False,False,True,200,64756.0,6638.10203742981,11.739702871069312,0.058694496472598987,cuda:0
compare,pso,0,5,2,False,False,True,200,60938.0,6713.511878967285,11.760288898833096,0.05879686573054641,cuda:0
compare,pso,0,5,3,False,False,True,200,45156.0,6408.9979457855225,11.7722829580307,0.0588569726771675,cuda:0
compare,pso,0,5,4,False,False,True,200,62954.0,6284.043956756592,11.736279645003378,0.058677854276029395,cuda:0
compare,pso,0,5,5,True,False,False,63,8622.0,2707.2769145965576,3.716687354957685,0.058991185662942744,cuda:0
compare,pso,0,5,6,False,False,True,200,53302.0,6411.83777141571,11.75444305781275,0.05876867311308161,cuda:0
compare,pso,0,5,7,True,False,False,95,18542.0,3584.8098468780518,5.59345696400851,0.05887496634631565,cuda:0
compare,pso,0,5,8,True,False,False,76,7798.0,3257.24733543396,4.481208942830563,0.05895951032748838,cuda:0
compare,pso,0,5,9,False,False,True,200,59736.0,6089.808025360107,11.73239949089475,0.05865763058303855,cuda:0
compare,pso,1,5,0,False,False,True,200,70384.0,6222.028518676758,14.426732433959842,0.07213069867808372,cuda:0
compare,pso,1,5,1,True,False,False,62,6842.0,2701.5064907073975,4.497322628041729,0.07253348386485971,cuda:0
compare,pso,1,5,2,True,False,False,101,20336.0,3686.92964553833,7.303742204094306,0.07231093062742586,cuda:0
compare,pso,1,5,3,False,False,True,200,54614.0,6832.75577545166,14.417604913935065,0.07208043689606711,cuda:0
compare,pso,1,5,4,False,False,True,200,60884.0,6585.504426956177,14.410529704065993,0.07204741853522137,cuda:0
compare,pso,1,5,5,False,False,True,200,61074.0,6626.68102645874,14.43662141612731,0.07217842267942615,cuda:0
compare,pso,1,5,6,False,False,True,200,68994.0,6220.63173866272,14.430328668095171,0.07214624599786475,cuda:0
compare,pso,1,5,7,False,False,True,200,63732.0,5964.339619636536,14.450119578046724,0.0722451459756121,cuda:0
compare,pso,1,5,8,False,False,True,200,58080.0,5364.430170059204,14.428611607989296,0.0721383687586058,cuda:0
compare,pso,1,5,9,False,False,True,200,56630.0,6398.950635910034,14.444135806057602,0.07221523334039376,cuda:0
compare,pso,2,5,0,True,False,False,92,19888.0,3503.6333599090576,5.39907062612474,0.05868209017258461,cuda:0
compare,pso,2,5,1,False,False,True,200,45728.0,6566.636289596558,11.751191767165437,0.05875061634811573,cuda:0
compare,pso,2,5,2,False,False,True,200,28382.0,5791.6591796875,11.770534325856715,0.0588474127126392,cuda:0
compare,pso,2,5,3,False,False,True,200,62878.0,6674.7671184539795,11.72261931700632,0.05860820447676815,cuda:0
compare,pso,2,5,4,False,False,True,200,54684.0,6461.9098110198975,11.736498896963894,0.05867790599470027,cuda:0
compare,pso,2,5,5,True,False,False,56,11292.0,2330.032890319824,3.291825325926766,0.05877844652526879,cuda:0
compare,pso,2,5,6,False,False,True,200,46342.0,6178.648635864258,11.738105909200385,0.05868676883401349,cuda:0
compare,pso,2,5,7,True,False,False,36,2582.0,1666.265453338623,2.123349281027913,0.05897686185522212,cuda:0
compare,pso,2,5,8,True,False,False,86,14222.0,3494.8827686309814,5.065093267010525,0.058892876903396535,cuda:0
compare,pso,2,5,9,True,False,False,86,11696.0,3404.343952178955,5.069591018836945,0.05894525751720594,cuda:0
compare,pso,0,10,0,False,False,True,200,91894.0,11885.678911209106,11.834187782136723,0.05916523553896695,cuda:0
compare,pso,0,10,1,False,False,True,200,56984.0,12925.116466522217,11.857123896945268,0.059282422579126436,cuda:0
compare,pso,0,10,2,False,False,True,200,70544.0,12133.216449737549,11.848140035988763,0.05923544587567449,cuda:0
compare,pso,0,10,3,False,False,True,200,128058.0,12444.57428741455,11.810440291883424,0.059048353468533606,cuda:0
compare,pso,0,10,4,False,False,True,200,96486.0,12566.95860671997,11.84868644294329,0.05923814685549587,cuda:0
compare,pso,0,10,5,False,False,True,200,102792.0,12524.92972946167,11.838455270975828,0.05918726609786972,cuda:0
compare,pso,0,10,6,False,False,True,200,118750.0,12939.076305389404,11.799663441022858,0.05899373801890761,cuda:0
compare,pso,0,10,7,False,False,True,200,76076.0,12116.839719772339,11.859155523823574,0.05928964868420735,cuda:0
compare,pso,0,10,8,False,False,True,200,74402.0,12762.91390991211,11.853017000015825,0.05925999241298996,cuda:0
compare,pso,0,10,9,False,False,True,200,126232.0,12416.484901428223,11.808599486015737,0.0590373786422424,cuda:0
compare,pso,1,10,0,False,False,True,200,122830.0,13307.746143341064,14.542556331958622,0.07270595363224856,cuda:0
compare,pso,1,10,1,False,False,True,200,139074.0,13275.808609008789,14.493510404834524,0.07246313962270506,cuda:0
compare,pso,1,10,2,False,True,False,48,5206.0,4189.146945953369,3.5168518889695406,0.0732630217341163,cuda:0
compare,pso,1,10,3,False,False,True,200,81052.0,12740.353633880615,14.592462336877361,0.07295513879158534,cuda:0
compare,pso,1,10,4,True,False,False,89,39442.0,6833.227073669434,6.491496320115402,0.07293465517178764,cuda:0
compare,pso,1,10,5,False,False,True,200,113344.0,13566.240886688232,14.563298385124654,0.07280934663373045,cuda:0
compare,pso,1,10,6,False,False,True,200,128698.0,12504.030891418457,14.570793778868392,0.0728466377989389,cuda:0
compare,pso,1,10,7,False,False,True,200,114626.0,12110.730369567871,14.58702880400233,0.07292956991004758,cuda:0
compare,pso,1,10,8,False,False,True,200,126068.0,13534.181018829346,14.515363443875685,0.07256992001202889,cuda:0
compare,pso,1,10,9,False,False,True,200,117030.0,12466.441730499268,14.546029842924327,0.0727255774952937,cuda:0
compare,pso,2,10,0,False,False,True,200,132200.0,13257.672351837158,11.785203611012548,0.05892157254857011,cuda:0
compare,pso,2,10,1,False,False,True,200,107496.0,11843.10542678833,11.829475137870759,0.059143166224239395,cuda:0
compare,pso,2,10,2,False,False,True,200,139506.0,13367.182220458984,11.817751688882709,0.059084602064685895,cuda:0
compare,pso,2,10,3,False,False,True,200,110124.0,13180.324794769287,11.851512915920466,0.059249218779150396,cuda:0
compare,pso,2,10,4,False,False,True,200,106142.0,12523.342845916748,11.861445254879072,0.05930223991745152,cuda:0
compare,pso,2,10,5,False,False,True,200,136158.0,13256.421527862549,11.785166429821402,0.05892169903730973,cuda:0
compare,pso,2,10,6,False,False,True,200,138768.0,13020.079822540283,11.770766932051629,0.058848988398676735,cuda:0
compare,pso,2,10,7,False,False,True,200,61242.0,12526.441720962524,11.863315497059375,0.05931180618936196,cuda:0
compare,pso,2,10,8,True,False,False,86,45660.0,6501.017314910889,5.089489756850526,0.05917657782908443,cuda:0
compare,pso,2,10,9,False,False,True,200,129340.0,13285.102867126465,11.789349121972919,0.05894102137652226,cuda:0
compare,cpso,0,5,0,False,False,True,200,40464.0,6089.041162490845,12.814644594909623,0.06406902264687232,cuda:0
compare,cpso,0,5,1,False,False,True,200,64870.0,6636.216968536377,12.748666702071205,0.06373668720014393,cuda:0
compare,cpso,0,5,2,False,False,True,200,59222.0,6682.584707260132,12.77188793499954,0.06385445924010127,cuda:0
compare,cpso,0,5,3,False,False,True,200,44952.0,6481.5740423202515,12.80141610186547,0.06400211905944161,cuda:0
compare,cpso,0,5,4,False,False,True,200,63484.0,6258.38184928894,12.757096608867869,0.06378160496358759,cuda:0
compare,cpso,0,5,5,True,False,False,64,8476.0,2771.60072517395,4.114542461000383,0.06428586279071169,cuda:0
compare,cpso,0,5,6,False,False,True,200,53714.0,6523.94686126709,12.782138657057658,0.06390342517057433,cuda:0
compare,cpso,0,5,7,True,False,False,80,14938.0,3233.3175773620605,5.142834481084719,0.0642814220598666,cuda:0
compare,cpso,0,5,8,True,False,False,74,7902.0,3246.0744857788086,4.755896728020161,0.06426512644424834,cuda:0
compare,cpso,0,5,9,False,False,True,200,59732.0,6058.453959465027,12.788235183805227,0.06393663226393982,cuda:0
compare,cpso,1,5,0,False,False,True,200,70374.0,6241.268756866455,15.4474558129441,0.07723057505092584,cuda:0
compare,cpso,1,5,1,True,False,False,61,6662.0,2689.3281440734863,4.753284072037786,0.07791856499999518,cuda:0
compare,cpso,1,5,2,True,False,False,105,20410.0,3815.6565437316895,8.161623101914302,0.07772632486053875,cuda:0
compare,cpso,1,5,3,False,False,True,200,54720.0,7000.842803955078,15.490025272127241,0.07744457409367897,cuda:0
compare,cpso,1,5,4,False,False,True,200,60018.0,6576.599258422852,15.463842706056312,0.0773151109740138,cuda:0
compare,cpso,1,5,5,False,False,True,200,61614.0,6590.359332084656,15.471836290089414,0.07735135280061513,cuda:0
compare,cpso,1,5,6,False,False,True,200,68670.0,6201.392206192017,15.47191061009653,0.07735437980853022,cuda:0
compare,cpso,1,5,7,False,False,True,200,63864.0,5975.9850816726685,15.515858243918046,0.07757157030981034,cuda:0
compare,cpso,1,5,8,False,False,True,200,59276.0,5354.940631866455,15.457698018988594,0.0772823833534494,cuda:0
compare,cpso,1,5,9,False,False,True,200,58022.0,6678.32693862915,15.44363191910088,0.07721141294226981,cuda:0
compare,cpso,2,5,0,True,False,False,74,12932.0,3102.5572834014893,4.74365020589903,0.06409954095599116,cuda:0
compare,cpso,2,5,1,False,False,True,200,46062.0,6484.201488494873,12.796705234097317,0.0639785061974544,cuda:0
compare,cpso,2,5,2,False,False,True,200,28372.0,5784.767580986023,12.819227496860549,0.06409285853267647,cuda:0
compare,cpso,2,5,3,False,False,True,200,58962.0,6487.334151268005,12.753801344893873,0.06376385311363265,cuda:0
compare,cpso,2,5,4,False,False,True,200,55030.0,6444.076191902161,12.780395886860788,0.063896042665001,cuda:0
compare,cpso,2,5,5,True,False,False,56,11308.0,2353.2157764434814,3.5862721260637045,0.06403642295793231,cuda:0
compare,cpso,2,5,6,False,False,True,200,46472.0,6147.269625663757,12.770335392095149,0.06384639296215028,cuda:0
compare,cpso,2,5,7,True,False,False,36,2586.0,1676.5469398498535,2.3144338701386005,0.06428460200550035,cuda:0
compare,cpso,2,5,8,True,False,False,88,14784.0,3577.9248065948486,5.6466586601454765,0.06416291446128691,cuda:0
compare,cpso,2,5,9,True,False,False,65,4444.0,2768.270435333252,4.178831774042919,0.06428565470716702,cuda:0
compare,cpso,0,10,0,False,False,True,200,94144.0,11946.703269958496,12.89572487398982,0.06447241354850121,cuda:0
compare,cpso,0,10,1,False,False,True,200,66072.0,13162.830039978027,12.906774513889104,0.06452817354351283,cuda:0
compare,cpso,0,10,2,False,False,True,200,57122.0,11778.293354034424,12.913489914033562,0.06456323189660906,cuda:0
compare,cpso,0,10,3,False,False,True,200,125706.0,11944.252536773682,12.835819537052885,0.0641728137782775,cuda:0
compare,cpso,0,10,4,False,False,True,200,88586.0,12443.33508682251,12.88845471595414,0.06443658060627058,cuda:0
compare,cpso,0,10,5,False,False,True,200,103636.0,12655.853538513184,12.908280821982771,0.06453546908800491,cuda:0
compare,cpso,0,10,6,False,False,True,200,121098.0,13372.26347732544,12.890625552972779,0.06444746747263708,cuda:0
compare,cpso,0,10,7,False,False,True,200,80756.0,11858.683639526367,12.908809310989454,0.06453887156327255,cuda:0
compare,cpso,0,10,8,False,False,True,200,76016.0,12557.630187988281,12.90976588614285,0.06454550920170732,cuda:0
compare,cpso,0,10,9,False,False,True,200,127222.0,12776.490531921387,12.843741846038029,0.06421391164301894,cuda:0
compare,cpso,1,10,0,False,False,True,200,133864.0,13936.714641571045,15.589493340114132,0.07794172345777042,cuda:0
compare,cpso,1,10,1,False,False,True,200,142032.0,12760.948040008545,15.548270581988618,0.07773436636198312,cuda:0
compare,cpso,1,10,2,True,False,False,75,26392.0,6201.2901611328125,5.880792305106297,0.07840673392017683,cuda:0
compare,cpso,1,10,3,False,False,True,200,72734.0,12404.654396057129,15.661283795023337,0.07830086164060049,cuda:0
compare,cpso,1,10,4,True,False,False,85,39642.0,6664.737873077393,6.645573710091412,0.07817948415108464,cuda:0
compare,cpso,1,10,5,False,False,True,200,108684.0,13355.051036834717,15.598718042019755,0.07798633501282894,cuda:0
compare,cpso,1,10,6,False,False,True,200,127596.0,12402.899223327637,15.58879656298086,0.07793746841372923,cuda:0
compare,cpso,1,10,7,False,False,True,200,115162.0,12160.399436950684,15.600975474109873,0.07800001568160951,cuda:0
compare,cpso,1,10,8,False,False,True,200,129536.0,13413.766315460205,15.542792216874659,0.07770576699404046,cuda:0
compare,cpso,1,10,9,False,False,True,200,119986.0,12423.695156097412,15.577134880935773,0.07788047574460506,cuda:0
compare,cpso,2,10,0,False,False,True,200,133032.0,13317.203071594238,12.803164056967944,0.06401076824171469,cuda:0
compare,cpso,2,10,1,False,False,True,200,108460.0,11871.224739074707,12.876420475076884,0.06437702030176297,cuda:0
compare,cpso,2,10,2,False,False,True,200,140046.0,13354.065399169922,12.792912899050862,0.0639593649841845,cuda:0
compare,cpso,2,10,3,False,False,True,200,113456.0,13562.06474685669,12.849392622010782,0.06424195136525668,cuda:0
compare,cpso,2,10,4,False,False,True,200,106842.0,12537.265235900879,12.86179458303377,0.06430226845433935,cuda:0
compare,cpso,2,10,5,False,False,True,200,124332.0,13269.369232177734,12.843269747914746,0.06420948013896123,cuda:0
compare,cpso,2,10,6,True,False,False,128,73090.0,8853.01802444458,8.244764138944447,0.06440756720076024,cuda:0
compare,cpso,2,10,7,False,False,True,200,60784.0,12517.698978424072,12.91194366896525,0.06455681492225267,cuda:0
compare,cpso,2,10,8,True,False,False,90,49122.0,6780.313869476318,5.792835029074922,0.06436135223290572,cuda:0
compare,cpso,2,10,9,False,False,True,200,135910.0,13328.977123260498,12.805050460854545,0.06401853435556404,cuda:0
